"","id","Response","key","percent_match","Scored","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Procedure.Shuffle.1","Response.RT"
"42","w10097287","music","lion","0.2",0,1,"Read Mixed A","art","Study1","U","Study Phase","Recall1",3471
"43","w10118462","","lion","0",0,1,"Read Mixed A","art","Study1","U","Study Phase","Recall1",1088
"44","w10124021","project","lion","0.142857142857143",0,1,"Read Mixed A","art","Study1","U","Study Phase","Recall1",5023
"45","w217708_amm","","lion","0",0,1,"Read Mixed A","art","Study1","U","Study Phase","Recall1",7840
"46","w892207","lessons","lion","0.142857142857143",0,1,"Read Mixed A","art","Study1","U","Study Phase","Recall1",2257
"47","w983748_dh","lion","lion","1",1,1,"Read Mixed A","art","Study1","U","Study Phase","Recall1",1416
"48","w989976_mkc","lion","lion","1",1,1,"Read Mixed A","art","Study1","U","Study Phase","Recall1",3273
"49","10028645","","bronze","0",0,1,"Read Mixed A","artery","Study1","U","Study Phase","Recall1",3185
"50","5fee8cc55ce3aeca62e4f546","bronze ","bronze","0.857142857142857",1,1,"Read Mixed A","artery","Study1","U","Study Phase","Recall1",8148
"51","61206367bf8993f836911366","metal","bronze","0.166666666666667",0,1,"Read Mixed A","artery","Study1","U","Study Phase","Recall1",9130
"52","61298b5dc241644a524a5942","gold","bronze","0.166666666666667",0,1,"Read Mixed A","artery","Study1","U","Study Phase","Recall1",2453
"53","w1003384","","bronze","0",0,1,"Read Mixed A","artery","Study1","U","Study Phase","Recall1",1502
"54","w10045535_kdg","","bronze","0",0,1,"Read Mixed A","artery","Study1","U","Study Phase","Recall1",2092
"55","w10076553_HM","","bronze","0",0,1,"Read Mixed A","artery","Study1","U","Study Phase","Recall1",1138
"56","w10081684","","bronze","0",0,1,"Read Mixed A","artery","Study1","U","Study Phase","Recall1",1232
"57","w10095788_sao","vein","bronze","0.333333333333333",0,1,"Read Mixed A","artery","Study1","U","Study Phase","Recall1",2892
"58","w10097287","hand","bronze","0.166666666666667",0,1,"Read Mixed A","artery","Study1","U","Study Phase","Recall1",6435
"59","w10118462","bronze","bronze","1",1,1,"Read Mixed A","artery","Study1","U","Study Phase","Recall1",8078
"60","w10124021","fix","bronze","0",0,1,"Read Mixed A","artery","Study1","U","Study Phase","Recall1",3487
"61","w217708_amm","heart","bronze","0.333333333333333",0,1,"Read Mixed A","artery","Study1","U","Study Phase","Recall1",7644
"62","w892207","vein","bronze","0.333333333333333",0,1,"Read Mixed A","artery","Study1","U","Study Phase","Recall1",13272
"63","w983748_dh","bronze","bronze","1",1,1,"Read Mixed A","artery","Study1","U","Study Phase","Recall1",1753
"64","w989976_mkc","blood","bronze","0.333333333333333",0,1,"Read Mixed A","artery","Study1","U","Study Phase","Recall1",5839
"65","10028645","wax","wax","1",1,1,"Read Mixed A","candle","Study1","S","Study Phase","Recall1",1905
"66","10028645","wax","wax","1",1,1,"Read Mixed A","candle","Study1","S","Study Phase2","Recall2",2158
"67","5fee8cc55ce3aeca62e4f546","wax","wax","1",1,1,"Read Mixed A","candle","Study1","S","Study Phase","Recall1",7537
"68","61206367bf8993f836911366","wax","wax","1",1,1,"Read Mixed A","candle","Study1","S","Study Phase","Recall1",3623
"69","61298b5dc241644a524a5942","wax","wax","1",1,1,"Read Mixed A","candle","Study1","S","Study Phase","Recall1",2892
"70","w1003384","","wax","0",0,1,"Read Mixed A","candle","Study1","S","Study Phase","Recall1",1219
"71","w10045535_kdg","wax","wax","1",1,1,"Read Mixed A","candle","Study1","S","Study Phase","Recall1",3563
"72","w10076553_HM","wax","wax","1",1,1,"Read Mixed A","candle","Study1","S","Study Phase","Recall1",5242
"73","w10081684","smell","wax","0",0,1,"Read Mixed A","candle","Study1","S","Study Phase","Recall1",2574
"74","w10095788_sao","wax","wax","1",1,1,"Read Mixed A","candle","Study1","S","Study Phase","Recall1",2191
"75","w10097287","light","wax","0",0,1,"Read Mixed A","candle","Study1","S","Study Phase","Recall1",3689
"76","w10118462","","wax","0",0,1,"Read Mixed A","candle","Study1","S","Study Phase","Recall1",958
"77","w10124021","wax","wax","1",1,1,"Read Mixed A","candle","Study1","S","Study Phase","Recall1",3880
"78","w217708_amm","light","wax","0",0,1,"Read Mixed A","candle","Study1","S","Study Phase","Recall1",2134
"79","w892207","lit","wax","0",0,1,"Read Mixed A","candle","Study1","S","Study Phase","Recall1",2286
"80","w983748_dh","wax","wax","1",1,1,"Read Mixed A","candle","Study1","S","Study Phase","Recall1",3407
"81","w989976_mkc","wax","wax","1",1,1,"Read Mixed A","candle","Study1","S","Study Phase","Recall1",2589
"82","10028645","card","would","0.2",0,1,"Read Mixed A","cash","Study1","U","Study Phase","Recall1",2923
"83","5fee8cc55ce3aeca62e4f546","would","would","1",1,1,"Read Mixed A","cash","Study1","U","Study Phase","Recall1",7437
"84","61206367bf8993f836911366","bank","would","0",0,1,"Read Mixed A","cash","Study1","U","Study Phase","Recall1",3844
"85","61298b5dc241644a524a5942","money","would","0.2",0,1,"Read Mixed A","cash","Study1","U","Study Phase","Recall1",3503
"86","w1003384","","would","0",0,1,"Read Mixed A","cash","Study1","U","Study Phase","Recall1",1519
"87","w10045535_kdg","deposit","would","0.285714285714286",0,1,"Read Mixed A","cash","Study1","U","Study Phase","Recall1",6588
"88","w10076553_HM","","would","0",0,1,"Read Mixed A","cash","Study1","U","Study Phase","Recall1",1966
"89","w10081684","money","would","0.2",0,1,"Read Mixed A","cash","Study1","U","Study Phase","Recall1",4868
"90","w10095788_sao","money","would","0.2",0,1,"Read Mixed A","cash","Study1","U","Study Phase","Recall1",2816
"91","w10097287","flow","would","0.6",0,1,"Read Mixed A","cash","Study1","U","Study Phase","Recall1",8713
"92","w10118462","money","would","0.2",0,1,"Read Mixed A","cash","Study1","U","Study Phase","Recall1",3917
"93","w10124021","drop","would","0.4",0,1,"Read Mixed A","cash","Study1","U","Study Phase","Recall1",2035
"94","w217708_amm","money","would","0.2",0,1,"Read Mixed A","cash","Study1","U","Study Phase","Recall1",2309
"95","w892207","pay","would","0",0,1,"Read Mixed A","cash","Study1","U","Study Phase","Recall1",20543
"96","w892207","pay","would","0",0,1,"Read Mixed A","cash","Study1","U","Study Phase2","Recall2",2010
"97","w983748_dh","money","would","0.2",0,1,"Read Mixed A","cash","Study1","U","Study Phase","Recall1",6229
"98","w989976_mkc","would","would","1",1,1,"Read Mixed A","cash","Study1","U","Study Phase","Recall1",3025
"99","10028645","","business","0",0,1,"Read Mixed A","death","Study1","U","Study Phase","Recall1",13937
"100","5fee8cc55ce3aeca62e4f546","buisness","business","1",1,1,"Read Mixed A","death","Study1","U","Study Phase","Recall1",6937
"101","61206367bf8993f836911366","alive","business","0.25",0,1,"Read Mixed A","death","Study1","U","Study Phase","Recall1",4967
"102","61206367bf8993f836911366","alive","business","0.25",0,1,"Read Mixed A","death","Study1","U","Study Phase2","Recall2",2094
"103","61298b5dc241644a524a5942","","business","0",0,1,"Read Mixed A","death","Study1","U","Study Phase","Recall1",1289
"104","w1003384","","business","0",0,1,"Read Mixed A","death","Study1","U","Study Phase","Recall1",1823
"105","w10045535_kdg","","business","0",0,1,"Read Mixed A","death","Study1","U","Study Phase","Recall1",1954
"106","w10076553_HM","","business","0",0,1,"Read Mixed A","death","Study1","U","Study Phase","Recall1",11428
"107","w10081684","bad","business","0.125",0,1,"Read Mixed A","death","Study1","U","Study Phase","Recall1",2289
"108","w10095788_sao","kill","business","0.125",0,1,"Read Mixed A","death","Study1","U","Study Phase","Recall1",4145
"109","w10097287","live","business","0.25",0,1,"Read Mixed A","death","Study1","U","Study Phase","Recall1",4053
"110","w10118462","life","business","0.25",0,1,"Read Mixed A","death","Study1","U","Study Phase","Recall1",3648
"111","w10124021","threat","business","0.125",0,1,"Read Mixed A","death","Study1","U","Study Phase","Recall1",3026
"112","w217708_amm","dead","business","0.125",0,1,"Read Mixed A","death","Study1","U","Study Phase","Recall1",11806
"113","w217708_amm","have","business","0.125",0,1,"Read Mixed A","death","Study1","U","Study Phase2","Recall2",8722
"114","w892207","alive","business","0.25",0,1,"Read Mixed A","death","Study1","U","Study Phase","Recall1",29497
"115","w983748_dh","ego","business","0.125",0,1,"Read Mixed A","death","Study1","U","Study Phase","Recall1",3621
"116","w983748_dh","business","business","1",1,1,"Read Mixed A","death","Study1","U","Study Phase2","Recall2",2851
"117","w989976_mkc","","business","0",0,1,"Read Mixed A","death","Study1","U","Study Phase","Recall1",1554
"118","10028645","club","sight","0",0,1,"Read Mixed A","debate","Study1","U","Study Phase","Recall1",2423
"119","5fee8cc55ce3aeca62e4f546","sight","sight","1",1,1,"Read Mixed A","debate","Study1","U","Study Phase","Recall1",11276
"120","61206367bf8993f836911366","","sight","0",0,1,"Read Mixed A","debate","Study1","U","Study Phase","Recall1",2835
"121","61298b5dc241644a524a5942","flight","sight","0.5",0,1,"Read Mixed A","debate","Study1","U","Study Phase","Recall1",7843
"122","w1003384","","sight","0",0,1,"Read Mixed A","debate","Study1","U","Study Phase","Recall1",1062
"123","w10045535_kdg","","sight","0",0,1,"Read Mixed A","debate","Study1","U","Study Phase","Recall1",2240
"124","w10076553_HM","","sight","0",0,1,"Read Mixed A","debate","Study1","U","Study Phase","Recall1",16561
"125","w10081684","bad","sight","0",0,1,"Read Mixed A","debate","Study1","U","Study Phase","Recall1",3680
"126","w10095788_sao","argue","sight","0.2",0,1,"Read Mixed A","debate","Study1","U","Study Phase","Recall1",2506
"127","w10097287","argue","sight","0.2",0,1,"Read Mixed A","debate","Study1","U","Study Phase","Recall1",7323
"128","w10118462","","sight","0",0,1,"Read Mixed A","debate","Study1","U","Study Phase","Recall1",1146
"129","w10124021","","sight","0",0,1,"Read Mixed A","debate","Study1","U","Study Phase","Recall1",2309
"130","w217708_amm","judge","sight","0.2",0,1,"Read Mixed A","debate","Study1","U","Study Phase","Recall1",7612
"131","w892207","","sight","0",0,1,"Read Mixed A","debate","Study1","U","Study Phase","Recall1",3695
"132","w983748_dh","talk","sight","0.2",0,1,"Read Mixed A","debate","Study1","U","Study Phase","Recall1",3213
"133","w989976_mkc","","sight","0",0,1,"Read Mixed A","debate","Study1","U","Study Phase","Recall1",1391
"134","10028645","restriction","sacking","0.272727272727273",0,1,"Read Mixed A","dietary","Study1","U","Study Phase","Recall1",4913
"135","5fee8cc55ce3aeca62e4f546","","sacking","0",0,1,"Read Mixed A","dietary","Study1","U","Study Phase","Recall1",19718
"136","61206367bf8993f836911366","food","sacking","0",0,1,"Read Mixed A","dietary","Study1","U","Study Phase","Recall1",4373
"137","61298b5dc241644a524a5942","","sacking","0",0,1,"Read Mixed A","dietary","Study1","U","Study Phase","Recall1",3241
"138","w1003384","","sacking","0",0,1,"Read Mixed A","dietary","Study1","U","Study Phase","Recall1",1305
"139","w10045535_kdg","dairy","sacking","0.285714285714286",0,1,"Read Mixed A","dietary","Study1","U","Study Phase","Recall1",4842
"140","w10076553_HM","sacking","sacking","1",1,1,"Read Mixed A","dietary","Study1","U","Study Phase","Recall1",6725
"141","w10081684","needs","sacking","0.285714285714286",0,1,"Read Mixed A","dietary","Study1","U","Study Phase","Recall1",3767
"142","w10095788_sao","supplemt","sacking","0.125",0,1,"Read Mixed A","dietary","Study1","U","Study Phase","Recall1",5777
"143","w10097287","fat","sacking","0.142857142857143",0,1,"Read Mixed A","dietary","Study1","U","Study Phase","Recall1",11852
"144","w10118462","","sacking","0",0,1,"Read Mixed A","dietary","Study1","U","Study Phase","Recall1",1219
"145","w10124021","carbs","sacking","0.428571428571429",0,1,"Read Mixed A","dietary","Study1","U","Study Phase","Recall1",11644
"146","w217708_amm","weight","sacking","0.285714285714286",0,1,"Read Mixed A","dietary","Study1","U","Study Phase","Recall1",9053
"147","w892207","restrictions","sacking","0.25",0,1,"Read Mixed A","dietary","Study1","U","Study Phase","Recall1",4083
"148","w983748_dh","diet","sacking","0.142857142857143",0,1,"Read Mixed A","dietary","Study1","U","Study Phase","Recall1",6126
"149","w989976_mkc","sacking","sacking","1",1,1,"Read Mixed A","dietary","Study1","U","Study Phase","Recall1",3714
"150","10028645","car","floor","0.2",0,1,"Read Mixed A","discover","Study1","U","Study Phase","Recall1",2178
"151","5fee8cc55ce3aeca62e4f546","floor","floor","1",1,1,"Read Mixed A","discover","Study1","U","Study Phase","Recall1",12622
"152","61206367bf8993f836911366","truth","floor","0.2",0,1,"Read Mixed A","discover","Study1","U","Study Phase","Recall1",4125
"153","61298b5dc241644a524a5942","","floor","0",0,1,"Read Mixed A","discover","Study1","U","Study Phase","Recall1",1984
"154","w1003384","","floor","0",0,1,"Read Mixed A","discover","Study1","U","Study Phase","Recall1",1024
"155","w10045535_kdg","","floor","0",0,1,"Read Mixed A","discover","Study1","U","Study Phase","Recall1",2594
"156","w10076553_HM","","floor","0",0,1,"Read Mixed A","discover","Study1","U","Study Phase","Recall1",8506
"157","w10081684","new","floor","0",0,1,"Read Mixed A","discover","Study1","U","Study Phase","Recall1",2719
"158","w10095788_sao","find","floor","0.2",0,1,"Read Mixed A","discover","Study1","U","Study Phase","Recall1",3367
"159","w10097287","explore","floor","0.285714285714286",0,1,"Read Mixed A","discover","Study1","U","Study Phase","Recall1",4580
"160","w10118462","","floor","0",0,1,"Read Mixed A","discover","Study1","U","Study Phase","Recall1",1203
"161","w10124021","channel","floor","0",0,1,"Read Mixed A","discover","Study1","U","Study Phase","Recall1",4319
"162","w217708_amm","find","floor","0.2",0,1,"Read Mixed A","discover","Study1","U","Study Phase","Recall1",2446
"163","w892207","card","floor","0.2",0,1,"Read Mixed A","discover","Study1","U","Study Phase","Recall1",3321
"164","w983748_dh","card","floor","0.2",0,1,"Read Mixed A","discover","Study1","U","Study Phase","Recall1",6309
"165","w989976_mkc","search","floor","0.166666666666667",0,1,"Read Mixed A","discover","Study1","U","Study Phase","Recall1",6674
"166","10028645","wet","wet","1",1,1,"Read Mixed A","dry","Study1","S","Study Phase","Recall1",1783
"167","5fee8cc55ce3aeca62e4f546","wet","wet","1",1,1,"Read Mixed A","dry","Study1","S","Study Phase","Recall1",17708
"168","61206367bf8993f836911366","wet","wet","1",1,1,"Read Mixed A","dry","Study1","S","Study Phase","Recall1",3855
"169","61298b5dc241644a524a5942","wet","wet","1",1,1,"Read Mixed A","dry","Study1","S","Study Phase","Recall1",1435
"170","w1003384","wet","wet","1",1,1,"Read Mixed A","dry","Study1","S","Study Phase","Recall1",3213
"171","w10045535_kdg","wet","wet","1",1,1,"Read Mixed A","dry","Study1","S","Study Phase","Recall1",3079
"172","w10076553_HM","wet","wet","1",1,1,"Read Mixed A","dry","Study1","S","Study Phase","Recall1",4150
"173","w10081684","wet","wet","1",1,1,"Read Mixed A","dry","Study1","S","Study Phase","Recall1",1719
"174","w10095788_sao","wet","wet","1",1,1,"Read Mixed A","dry","Study1","S","Study Phase","Recall1",1972
"175","w10097287","wet","wet","1",1,1,"Read Mixed A","dry","Study1","S","Study Phase","Recall1",3609
"176","w10118462","wet","wet","1",1,1,"Read Mixed A","dry","Study1","S","Study Phase","Recall1",2315
"177","w10124021","dessert","wet","0.142857142857143",0,1,"Read Mixed A","dry","Study1","S","Study Phase","Recall1",4803
"178","w217708_amm","wet","wet","1",1,1,"Read Mixed A","dry","Study1","S","Study Phase","Recall1",3516
"179","w892207","rub","wet","0",0,1,"Read Mixed A","dry","Study1","S","Study Phase","Recall1",7856
"180","w983748_dh","wet","wet","1",1,1,"Read Mixed A","dry","Study1","S","Study Phase","Recall1",1267
"181","w989976_mkc","","wet","0",0,1,"Read Mixed A","dry","Study1","S","Study Phase","Recall1",4275
"182","10028645","space","ground","0",0,1,"Read Mixed A","earth","Study1","S","Study Phase","Recall1",2957
"183","5fee8cc55ce3aeca62e4f546","ground ","ground","0.857142857142857",1,1,"Read Mixed A","earth","Study1","S","Study Phase","Recall1",9764
"184","61206367bf8993f836911366","ground","ground","1",1,1,"Read Mixed A","earth","Study1","S","Study Phase","Recall1",3578
"185","61298b5dc241644a524a5942","","ground","0",0,1,"Read Mixed A","earth","Study1","S","Study Phase","Recall1",1241
"186","w1003384","ground","ground","1",1,1,"Read Mixed A","earth","Study1","S","Study Phase","Recall1",3816
"187","w10045535_kdg","ground","ground","1",1,1,"Read Mixed A","earth","Study1","S","Study Phase","Recall1",5514
"188","w10076553_HM","","ground","0",0,1,"Read Mixed A","earth","Study1","S","Study Phase","Recall1",10428
"189","w10081684","flat","ground","0",0,1,"Read Mixed A","earth","Study1","S","Study Phase","Recall1",4967
"190","w10095788_sao","ground","ground","1",1,1,"Read Mixed A","earth","Study1","S","Study Phase","Recall1",7519
"191","w10097287","land","ground","0.333333333333333",0,1,"Read Mixed A","earth","Study1","S","Study Phase","Recall1",3503
"192","w10118462","","ground","0",0,1,"Read Mixed A","earth","Study1","S","Study Phase","Recall1",1356
"193","w10124021","ground","ground","1",1,1,"Read Mixed A","earth","Study1","S","Study Phase","Recall1",5777
"194","w217708_amm","ground","ground","1",1,1,"Read Mixed A","earth","Study1","S","Study Phase","Recall1",3214
"195","w892207","world","ground","0.5",0,1,"Read Mixed A","earth","Study1","S","Study Phase","Recall1",2861
"196","w983748_dh","round","ground","0.833333333333333",1,1,"Read Mixed A","earth","Study1","S","Study Phase","Recall1",4781
"197","w989976_mkc","ground","ground","1",1,1,"Read Mixed A","earth","Study1","S","Study Phase","Recall1",2668
"198","10028645","carbon","carbon","1",1,1,"Read Mixed A","element","Study1","S","Study Phase","Recall1",3064
"199","5fee8cc55ce3aeca62e4f546","carbon","carbon","1",1,1,"Read Mixed A","element","Study1","S","Study Phase","Recall1",11632
"200","61206367bf8993f836911366","carbon","carbon","1",1,1,"Read Mixed A","element","Study1","S","Study Phase","Recall1",3911
"201","61298b5dc241644a524a5942","water","carbon","0.333333333333333",0,1,"Read Mixed A","element","Study1","S","Study Phase","Recall1",2783
"202","w1003384","carbon","carbon","1",1,1,"Read Mixed A","element","Study1","S","Study Phase","Recall1",7890
"203","w10045535_kdg","","carbon","0",0,1,"Read Mixed A","element","Study1","S","Study Phase","Recall1",2214
"204","w10076553_HM","","carbon","0",0,1,"Read Mixed A","element","Study1","S","Study Phase","Recall1",1910
"205","w10081684","carbon","carbon","1",1,1,"Read Mixed A","element","Study1","S","Study Phase","Recall1",3719
"206","w10095788_sao","carbon","carbon","1",1,1,"Read Mixed A","element","Study1","S","Study Phase","Recall1",3924
"207","w10097287","air","carbon","0.333333333333333",0,1,"Read Mixed A","element","Study1","S","Study Phase","Recall1",4789
"208","w10118462","carbon","carbon","1",1,1,"Read Mixed A","element","Study1","S","Study Phase","Recall1",5397
"209","w10124021","compound","carbon","0.375",0,1,"Read Mixed A","element","Study1","S","Study Phase","Recall1",5787
"210","w217708_amm","carbon","carbon","1",1,1,"Read Mixed A","element","Study1","S","Study Phase","Recall1",10774
"211","w892207","","carbon","0",0,1,"Read Mixed A","element","Study1","S","Study Phase","Recall1",206
"212","w983748_dh","leap","carbon","0.166666666666667",0,1,"Read Mixed A","element","Study1","S","Study Phase","Recall1",5062
"213","w989976_mkc","carbon","carbon","1",1,1,"Read Mixed A","element","Study1","S","Study Phase","Recall1",2943
"214","w989976_mkc","carbon","carbon","1",1,1,"Read Mixed A","element","Study1","S","Study Phase2","Recall2",2427
"215","10028645","tool","hand","0",0,1,"Read Mixed A","fix","Study1","U","Study Phase","Recall1",2327
"216","5fee8cc55ce3aeca62e4f546","hand","hand","1",1,1,"Read Mixed A","fix","Study1","U","Study Phase","Recall1",3196
"217","61206367bf8993f836911366","","hand","0",0,1,"Read Mixed A","fix","Study1","U","Study Phase","Recall1",5931
"218","61298b5dc241644a524a5942","break","hand","0.2",0,1,"Read Mixed A","fix","Study1","U","Study Phase","Recall1",3054
"219","w1003384","","hand","0",0,1,"Read Mixed A","fix","Study1","U","Study Phase","Recall1",1758
"220","w10045535_kdg","","hand","0",0,1,"Read Mixed A","fix","Study1","U","Study Phase","Recall1",2945
"221","w10076553_HM","","hand","0",0,1,"Read Mixed A","fix","Study1","U","Study Phase","Recall1",2015
"222","w10081684","helo","hand","0.25",0,1,"Read Mixed A","fix","Study1","U","Study Phase","Recall1",2694
"223","w10095788_sao","brake","hand","0.2",0,1,"Read Mixed A","fix","Study1","U","Study Phase","Recall1",3430
"224","w10095788_sao","create","hand","0.166666666666667",0,1,"Read Mixed A","fix","Study1","U","Study Phase2","Recall2",5668
"225","w10097287","hand","hand","1",1,1,"Read Mixed A","fix","Study1","U","Study Phase","Recall1",6265
"226","w10118462","","hand","0",0,1,"Read Mixed A","fix","Study1","U","Study Phase","Recall1",1218
"227","w10124021","it","hand","0",0,1,"Read Mixed A","fix","Study1","U","Study Phase","Recall1",6001
"228","w10124021","it","hand","0",0,1,"Read Mixed A","fix","Study1","U","Study Phase2","Recall2",1320
"229","w217708_amm","hand","hand","1",1,1,"Read Mixed A","fix","Study1","U","Study Phase","Recall1",1903
"230","w892207","er upper","hand","0",0,1,"Read Mixed A","fix","Study1","U","Study Phase","Recall1",7173
"231","w983748_dh","break","hand","0.2",0,1,"Read Mixed A","fix","Study1","U","Study Phase","Recall1",3033
"232","w989976_mkc","hand","hand","1",1,1,"Read Mixed A","fix","Study1","U","Study Phase","Recall1",2755
"233","10028645","tick","tick","1",1,1,"Read Mixed A","flea","Study1","S","Study Phase","Recall1",1463
"234","5fee8cc55ce3aeca62e4f546","tick","tick","1",1,1,"Read Mixed A","flea","Study1","S","Study Phase","Recall1",4099
"235","61206367bf8993f836911366","tick","tick","1",1,1,"Read Mixed A","flea","Study1","S","Study Phase","Recall1",3565
"236","61298b5dc241644a524a5942","tick","tick","1",1,1,"Read Mixed A","flea","Study1","S","Study Phase","Recall1",1730
"237","w1003384","tic","tick","0.75",1,1,"Read Mixed A","flea","Study1","S","Study Phase","Recall1",3671
"238","w10045535_kdg","tick","tick","1",1,1,"Read Mixed A","flea","Study1","S","Study Phase","Recall1",3287
"239","w10076553_HM","tick","tick","1",1,1,"Read Mixed A","flea","Study1","S","Study Phase","Recall1",5071
"240","w10081684","","tick","0",0,1,"Read Mixed A","flea","Study1","S","Study Phase","Recall1",366
"241","w10095788_sao","tick","tick","1",1,1,"Read Mixed A","flea","Study1","S","Study Phase","Recall1",1999
"242","w10097287","tick","tick","1",1,1,"Read Mixed A","flea","Study1","S","Study Phase","Recall1",3820
"243","w10118462","tick","tick","1",1,1,"Read Mixed A","flea","Study1","S","Study Phase","Recall1",2466
"244","w10124021","tick","tick","1",1,1,"Read Mixed A","flea","Study1","S","Study Phase","Recall1",1885
"245","w217708_amm","tick","tick","1",1,1,"Read Mixed A","flea","Study1","S","Study Phase","Recall1",2126
"246","w892207","market","tick","0.166666666666667",0,1,"Read Mixed A","flea","Study1","S","Study Phase","Recall1",2896
"247","w983748_dh","market","tick","0.166666666666667",0,1,"Read Mixed A","flea","Study1","S","Study Phase","Recall1",1852
"248","w989976_mkc","tick","tick","1",1,1,"Read Mixed A","flea","Study1","S","Study Phase","Recall1",2631
