"id","Direction","Platform","Response.RT","Scored","Encoding","List_Type","List_Type2"
"5f12776cbab84e06ad7b6b0b","F","Prolific",3792,100,"Frequency","Pure F","Pure F"
"956914","F","USM",616,0,"Frequency","Pure F","Pure F"
"996448","F","USM",2025,100,"Frequency","Pure F","Pure F"
"W10005644","F","USM",2541,100,"Frequency","Pure F","Pure F"
"w10022212","F","USM",2963,100,"Frequency","Pure F","Pure F"
"w10027383_mes","F","USM",3729,100,"Frequency","Pure F","Pure F"
"w10038832","F","USM",3554,0,"Frequency","Pure F","Pure F"
"w10041472","F","USM",5135,100,"Frequency","Pure F","Pure F"
"w10045136_blm","F","USM",2148,100,"Frequency","Pure F","Pure F"
"w10045719","F","USM",3426,0,"Frequency","Pure F","Pure F"
"w10060703","F","USM",3121,0,"Frequency","Pure F","Pure F"
"w10061432","F","USM",2879,0,"Frequency","Pure F","Pure F"
"w10081713","F","USM",11761,100,"Frequency","Pure F","Pure F"
"w10100504","F","USM",2969,0,"Frequency","Pure F","Pure F"
"10088621","F","USM",3682,100,"Frequency","Pure F","Pure F"
"5bba1b6b8f3bd70001e6be3a","F","Prolific",3801,100,"Frequency","Pure F","Pure F"
"5d6ddfdb93e457001621007a","F","Prolific",2276,0,"Frequency","Pure F","Pure F"
"5f12776cbab84e06ad7b6b0b","F","Prolific",3734,100,"Frequency","Pure F","Pure F"
"956914","F","USM",2873,100,"Frequency","Pure F","Pure F"
"996448","F","USM",1861,100,"Frequency","Pure F","Pure F"
"W10005644","F","USM",2841,100,"Frequency","Pure F","Pure F"
"w10022212","F","USM",2570,100,"Frequency","Pure F","Pure F"
"w10027383_mes","F","USM",4047,100,"Frequency","Pure F","Pure F"
"w10038832","F","USM",4205,100,"Frequency","Pure F","Pure F"
"w10041472","F","USM",6418,100,"Frequency","Pure F","Pure F"
"w10045136_blm","F","USM",1655,100,"Frequency","Pure F","Pure F"
"w10045719","F","USM",2118,100,"Frequency","Pure F","Pure F"
"w10060703","F","USM",5780,100,"Frequency","Pure F","Pure F"
"w10061432","F","USM",2823,100,"Frequency","Pure F","Pure F"
"w10081713","F","USM",4088,100,"Frequency","Pure F","Pure F"
"w10100504","F","USM",2246,100,"Frequency","Pure F","Pure F"
"10088621","F","USM",5660,100,"Frequency","Pure F","Pure F"
"5bba1b6b8f3bd70001e6be3a","F","Prolific",3944,100,"Frequency","Pure F","Pure F"
"5d6ddfdb93e457001621007a","F","Prolific",2080,100,"Frequency","Pure F","Pure F"
"5f12776cbab84e06ad7b6b0b","F","Prolific",2332,100,"Frequency","Pure F","Pure F"
"956914","F","USM",3975,0,"Frequency","Pure F","Pure F"
"996448","F","USM",1887,0,"Frequency","Pure F","Pure F"
"W10005644","F","USM",3304,100,"Frequency","Pure F","Pure F"
"w10022212","F","USM",2493,100,"Frequency","Pure F","Pure F"
"w10027383_mes","F","USM",3010,100,"Frequency","Pure F","Pure F"
"w10038832","F","USM",5376,100,"Frequency","Pure F","Pure F"
"w10041472","F","USM",2718,100,"Frequency","Pure F","Pure F"
"w10045136_blm","F","USM",3328,100,"Frequency","Pure F","Pure F"
"w10045719","F","USM",1506,0,"Frequency","Pure F","Pure F"
"w10060703","F","USM",2742,100,"Frequency","Pure F","Pure F"
"w10061432","F","USM",2663,100,"Frequency","Pure F","Pure F"
"w10081713","F","USM",4910,100,"Frequency","Pure F","Pure F"
"w10100504","F","USM",4726,100,"Frequency","Pure F","Pure F"
"10088621","F","USM",3345,100,"Frequency","Pure F","Pure F"
"5bba1b6b8f3bd70001e6be3a","F","Prolific",4525,100,"Frequency","Pure F","Pure F"
"5d6ddfdb93e457001621007a","F","Prolific",1964,100,"Frequency","Pure F","Pure F"
"5f12776cbab84e06ad7b6b0b","F","Prolific",2243,100,"Frequency","Pure F","Pure F"
"956914","F","USM",133,0,"Frequency","Pure F","Pure F"
"996448","F","USM",1707,100,"Frequency","Pure F","Pure F"
"W10005644","F","USM",2940,100,"Frequency","Pure F","Pure F"
"w10022212","F","USM",2291,100,"Frequency","Pure F","Pure F"
"w10027383_mes","F","USM",2326,100,"Frequency","Pure F","Pure F"
"w10038832","F","USM",4305,100,"Frequency","Pure F","Pure F"
"w10041472","F","USM",2107,100,"Frequency","Pure F","Pure F"
"w10045136_blm","F","USM",2240,100,"Frequency","Pure F","Pure F"
"w10045719","F","USM",1818,100,"Frequency","Pure F","Pure F"
"w10060703","F","USM",2625,100,"Frequency","Pure F","Pure F"
"w10061432","F","USM",1422,0,"Frequency","Pure F","Pure F"
"w10081713","F","USM",5642,100,"Frequency","Pure F","Pure F"
"w10100504","F","USM",2523,100,"Frequency","Pure F","Pure F"
"10088621","F","USM",4895,0,"Frequency","Pure F","Pure F"
"5bba1b6b8f3bd70001e6be3a","F","Prolific",5013,100,"Frequency","Pure F","Pure F"
"5d6ddfdb93e457001621007a","F","Prolific",3345,100,"Frequency","Pure F","Pure F"
"5f12776cbab84e06ad7b6b0b","F","Prolific",2108,100,"Frequency","Pure F","Pure F"
"956914","F","USM",26603,0,"Frequency","Pure F","Pure F"
"996448","F","USM",3143,0,"Frequency","Pure F","Pure F"
"W10005644","F","USM",3210,100,"Frequency","Pure F","Pure F"
"w10022212","F","USM",2671,100,"Frequency","Pure F","Pure F"
"w10027383_mes","F","USM",2536,100,"Frequency","Pure F","Pure F"
"w10038832","F","USM",3506,100,"Frequency","Pure F","Pure F"
"w10041472","F","USM",2702,100,"Frequency","Pure F","Pure F"
"w10045136_blm","F","USM",2063,100,"Frequency","Pure F","Pure F"
"w10045719","F","USM",10170,0,"Frequency","Pure F","Pure F"
"w10060703","F","USM",7495,100,"Frequency","Pure F","Pure F"
"w10061432","F","USM",2095,100,"Frequency","Pure F","Pure F"
"w10081713","F","USM",5370,0,"Frequency","Pure F","Pure F"
"w10100504","F","USM",2635,100,"Frequency","Pure F","Pure F"
"10088621","F","USM",5298,100,"Frequency","Pure F","Pure F"
"5bba1b6b8f3bd70001e6be3a","F","Prolific",3417,100,"Frequency","Pure F","Pure F"
"5d6ddfdb93e457001621007a","F","Prolific",5013,100,"Frequency","Pure F","Pure F"
"5f12776cbab84e06ad7b6b0b","F","Prolific",1813,100,"Frequency","Pure F","Pure F"
"956914","F","USM",1443,0,"Frequency","Pure F","Pure F"
"996448","F","USM",2213,100,"Frequency","Pure F","Pure F"
"W10005644","F","USM",2263,100,"Frequency","Pure F","Pure F"
"w10022212","F","USM",3793,100,"Frequency","Pure F","Pure F"
"w10022212","F","USM",2762,100,"Frequency","Pure F","Pure F"
"w10027383_mes","F","USM",1832,100,"Frequency","Pure F","Pure F"
"w10038832","F","USM",8903,100,"Frequency","Pure F","Pure F"
"w10038832","F","USM",2702,100,"Frequency","Pure F","Pure F"
"w10041472","F","USM",2605,100,"Frequency","Pure F","Pure F"
"w10045136_blm","F","USM",1974,100,"Frequency","Pure F","Pure F"
"w10045719","F","USM",6636,100,"Frequency","Pure F","Pure F"
"w10060703","F","USM",2539,0,"Frequency","Pure F","Pure F"
"w10061432","F","USM",7349,0,"Frequency","Pure F","Pure F"
"w10081713","F","USM",3944,100,"Frequency","Pure F","Pure F"
"w10100504","F","USM",2207,100,"Frequency","Pure F","Pure F"
"10088621","F","USM",3773,100,"Frequency","Pure F","Pure F"
"5bba1b6b8f3bd70001e6be3a","F","Prolific",3195,100,"Frequency","Pure F","Pure F"
"5d6ddfdb93e457001621007a","F","Prolific",1729,100,"Frequency","Pure F","Pure F"
"5f12776cbab84e06ad7b6b0b","F","Prolific",1854,100,"Frequency","Pure F","Pure F"
"956914","F","USM",4285,0,"Frequency","Pure F","Pure F"
"996448","F","USM",1621,100,"Frequency","Pure F","Pure F"
"W10005644","F","USM",2463,100,"Frequency","Pure F","Pure F"
"w10022212","F","USM",1882,100,"Frequency","Pure F","Pure F"
"w10027383_mes","F","USM",1779,100,"Frequency","Pure F","Pure F"
"w10038832","F","USM",2990,100,"Frequency","Pure F","Pure F"
"w10041472","F","USM",1635,100,"Frequency","Pure F","Pure F"
"w10045136_blm","F","USM",26719,100,"Frequency","Pure F","Pure F"
"w10045719","F","USM",1622,100,"Frequency","Pure F","Pure F"
"w10060703","F","USM",1860,100,"Frequency","Pure F","Pure F"
"w10061432","F","USM",3028,100,"Frequency","Pure F","Pure F"
"w10061432","F","USM",5075,100,"Frequency","Pure F","Pure F"
"w10081713","F","USM",4091,100,"Frequency","Pure F","Pure F"
"w10100504","F","USM",1741,100,"Frequency","Pure F","Pure F"
"10088621","F","USM",3565,100,"Frequency","Pure F","Pure F"
"5bba1b6b8f3bd70001e6be3a","F","Prolific",3493,100,"Frequency","Pure F","Pure F"
"5d6ddfdb93e457001621007a","F","Prolific",2216,100,"Frequency","Pure F","Pure F"
"5f12776cbab84e06ad7b6b0b","F","Prolific",1688,100,"Frequency","Pure F","Pure F"
"956914","F","USM",1561,0,"Frequency","Pure F","Pure F"
"996448","F","USM",3610,0,"Frequency","Pure F","Pure F"
"W10005644","F","USM",2465,100,"Frequency","Pure F","Pure F"
"w10022212","F","USM",10258,100,"Frequency","Pure F","Pure F"
"w10027383_mes","F","USM",2101,0,"Frequency","Pure F","Pure F"
"w10038832","F","USM",3140,100,"Frequency","Pure F","Pure F"
"w10041472","F","USM",3634,100,"Frequency","Pure F","Pure F"
"w10045136_blm","F","USM",4976,100,"Frequency","Pure F","Pure F"
"w10045719","F","USM",3423,0,"Frequency","Pure F","Pure F"
"w10060703","F","USM",2531,100,"Frequency","Pure F","Pure F"
"w10061432","F","USM",4546,0,"Frequency","Pure F","Pure F"
"w10081713","F","USM",5384,100,"Frequency","Pure F","Pure F"
"w10100504","F","USM",2009,100,"Frequency","Pure F","Pure F"
"10088621","F","USM",4924,100,"Frequency","Pure F","Pure F"
"5bba1b6b8f3bd70001e6be3a","F","Prolific",2684,0,"Frequency","Pure F","Pure F"
"5d6ddfdb93e457001621007a","F","Prolific",2292,100,"Frequency","Pure F","Pure F"
"5f12776cbab84e06ad7b6b0b","F","Prolific",2491,100,"Frequency","Pure F","Pure F"
"956914","F","USM",3611,100,"Frequency","Pure F","Pure F"
"996448","F","USM",3503,100,"Frequency","Pure F","Pure F"
"W10005644","F","USM",3876,100,"Frequency","Pure F","Pure F"
"w10022212","F","USM",3753,100,"Frequency","Pure F","Pure F"
"w10027383_mes","F","USM",2282,100,"Frequency","Pure F","Pure F"
"w10038832","F","USM",4157,100,"Frequency","Pure F","Pure F"
"w10041472","F","USM",3227,100,"Frequency","Pure F","Pure F"
"w10045136_blm","F","USM",3227,100,"Frequency","Pure F","Pure F"
"w10045719","F","USM",3544,100,"Frequency","Pure F","Pure F"
"w10060703","F","USM",4895,100,"Frequency","Pure F","Pure F"
"w10061432","F","USM",17245,100,"Frequency","Pure F","Pure F"
"w10081713","F","USM",5001,100,"Frequency","Pure F","Pure F"
"w10100504","F","USM",3654,100,"Frequency","Pure F","Pure F"
"10088621","F","USM",3368,100,"Frequency","Pure F","Pure F"
"5bba1b6b8f3bd70001e6be3a","F","Prolific",4654,100,"Frequency","Pure F","Pure F"
"5d6ddfdb93e457001621007a","F","Prolific",1585,0,"Frequency","Pure F","Pure F"
"5f12776cbab84e06ad7b6b0b","F","Prolific",5313,100,"Frequency","Pure F","Pure F"
"956914","F","USM",5504,0,"Frequency","Pure F","Pure F"
"996448","F","USM",3396,0,"Frequency","Pure F","Pure F"
"W10005644","F","USM",4002,100,"Frequency","Pure F","Pure F"
"w10022212","F","USM",6412,100,"Frequency","Pure F","Pure F"
"w10027383_mes","F","USM",1473,0,"Frequency","Pure F","Pure F"
"w10038832","F","USM",14037,0,"Frequency","Pure F","Pure F"
"w10041472","F","USM",3305,100,"Frequency","Pure F","Pure F"
"w10045136_blm","F","USM",4633,100,"Frequency","Pure F","Pure F"
"w10045719","F","USM",2199,100,"Frequency","Pure F","Pure F"
"w10060703","F","USM",2081,100,"Frequency","Pure F","Pure F"
"w10061432","F","USM",3023,100,"Frequency","Pure F","Pure F"
"w10081713","F","USM",4569,100,"Frequency","Pure F","Pure F"
"w10100504","F","USM",1878,0,"Frequency","Pure F","Pure F"
"10088621","F","USM",6059,0,"Frequency","Pure F","Pure F"
"5bba1b6b8f3bd70001e6be3a","F","Prolific",4133,100,"Frequency","Pure F","Pure F"
"5d6ddfdb93e457001621007a","F","Prolific",3062,0,"Frequency","Pure F","Pure F"
"5f12776cbab84e06ad7b6b0b","F","Prolific",2277,100,"Frequency","Pure F","Pure F"
"956914","F","USM",2587,0,"Frequency","Pure F","Pure F"
"996448","F","USM",2005,0,"Frequency","Pure F","Pure F"
"W10005644","F","USM",3121,100,"Frequency","Pure F","Pure F"
"w10022212","F","USM",2384,100,"Frequency","Pure F","Pure F"
"w10027383_mes","F","USM",1833,0,"Frequency","Pure F","Pure F"
"w10038832","F","USM",3890,100,"Frequency","Pure F","Pure F"
"w10041472","F","USM",2341,100,"Frequency","Pure F","Pure F"
"w10045136_blm","F","USM",1894,100,"Frequency","Pure F","Pure F"
"w10045719","F","USM",2304,0,"Frequency","Pure F","Pure F"
"w10060703","F","USM",1893,100,"Frequency","Pure F","Pure F"
"w10061432","F","USM",1300,0,"Frequency","Pure F","Pure F"
"w10081713","F","USM",5360,100,"Frequency","Pure F","Pure F"
"w10100504","F","USM",4869,0,"Frequency","Pure F","Pure F"
"10088621","F","USM",3642,100,"Frequency","Pure F","Pure F"
"5bba1b6b8f3bd70001e6be3a","F","Prolific",3735,100,"Frequency","Pure F","Pure F"
"5d6ddfdb93e457001621007a","F","Prolific",3524,0,"Frequency","Pure F","Pure F"
"5f12776cbab84e06ad7b6b0b","F","Prolific",2085,100,"Frequency","Pure F","Pure F"
"956914","F","USM",235,0,"Frequency","Pure F","Pure F"
"996448","F","USM",3346,0,"Frequency","Pure F","Pure F"
"W10005644","F","USM",2324,100,"Frequency","Pure F","Pure F"
"w10022212","F","USM",2033,100,"Frequency","Pure F","Pure F"
"w10027383_mes","F","USM",2728,100,"Frequency","Pure F","Pure F"
"w10038832","F","USM",3279,100,"Frequency","Pure F","Pure F"
"w10041472","F","USM",1167,0,"Frequency","Pure F","Pure F"
"w10045136_blm","F","USM",2198,100,"Frequency","Pure F","Pure F"
"w10045719","F","USM",1279,0,"Frequency","Pure F","Pure F"
"w10060703","F","USM",1706,100,"Frequency","Pure F","Pure F"
"w10061432","F","USM",750,0,"Frequency","Pure F","Pure F"
"w10081713","F","USM",6031,0,"Frequency","Pure F","Pure F"
"w10100504","F","USM",1502,0,"Frequency","Pure F","Pure F"
"10088621","F","USM",5535,0,"Frequency","Pure F","Pure F"
"5bba1b6b8f3bd70001e6be3a","F","Prolific",3689,100,"Frequency","Pure F","Pure F"
"5d6ddfdb93e457001621007a","F","Prolific",1939,100,"Frequency","Pure F","Pure F"
"5f12776cbab84e06ad7b6b0b","F","Prolific",1758,100,"Frequency","Pure F","Pure F"
"956914","F","USM",1953,100,"Frequency","Pure F","Pure F"
"996448","F","USM",2042,0,"Frequency","Pure F","Pure F"
"W10005644","F","USM",2478,100,"Frequency","Pure F","Pure F"
"w10022212","F","USM",1862,100,"Frequency","Pure F","Pure F"
"w10027383_mes","F","USM",1736,0,"Frequency","Pure F","Pure F"
"w10038832","F","USM",4573,100,"Frequency","Pure F","Pure F"
"w10041472","F","USM",3229,100,"Frequency","Pure F","Pure F"
"w10045136_blm","F","USM",1790,100,"Frequency","Pure F","Pure F"
"w10045719","F","USM",2450,0,"Frequency","Pure F","Pure F"
"w10060703","F","USM",4557,100,"Frequency","Pure F","Pure F"
"w10061432","F","USM",1923,100,"Frequency","Pure F","Pure F"
"w10081713","F","USM",5517,100,"Frequency","Pure F","Pure F"
"w10100504","F","USM",1391,0,"Frequency","Pure F","Pure F"
"10088621","F","USM",5628,0,"Frequency","Pure F","Pure F"
"5bba1b6b8f3bd70001e6be3a","F","Prolific",4351,100,"Frequency","Pure F","Pure F"
"5d6ddfdb93e457001621007a","F","Prolific",2001,100,"Frequency","Pure F","Pure F"
"5f12776cbab84e06ad7b6b0b","F","Prolific",2597,100,"Frequency","Pure F","Pure F"
"956914","F","USM",3255,0,"Frequency","Pure F","Pure F"
"996448","F","USM",4628,100,"Frequency","Pure F","Pure F"
"W10005644","F","USM",2557,100,"Frequency","Pure F","Pure F"
"w10022212","F","USM",2908,100,"Frequency","Pure F","Pure F"
"w10027383_mes","F","USM",1784,100,"Frequency","Pure F","Pure F"
"w10038832","F","USM",3109,100,"Frequency","Pure F","Pure F"
"w10041472","F","USM",2162,100,"Frequency","Pure F","Pure F"
"w10045136_blm","F","USM",1592,100,"Frequency","Pure F","Pure F"
"w10045719","F","USM",2444,100,"Frequency","Pure F","Pure F"
"w10060703","F","USM",1782,100,"Frequency","Pure F","Pure F"
"w10061432","F","USM",3079,100,"Frequency","Pure F","Pure F"
"w10081713","F","USM",10653,0,"Frequency","Pure F","Pure F"
"w10100504","F","USM",2468,100,"Frequency","Pure F","Pure F"
"10088621","F","USM",4775,100,"Frequency","Pure F","Pure F"
"10088621","F","USM",3647,100,"Frequency","Pure F","Pure F"
"5bba1b6b8f3bd70001e6be3a","F","Prolific",3531,100,"Frequency","Pure F","Pure F"
"5d6ddfdb93e457001621007a","F","Prolific",1562,100,"Frequency","Pure F","Pure F"
"5f12776cbab84e06ad7b6b0b","F","Prolific",4093,100,"Frequency","Pure F","Pure F"
"956914","F","USM",4386,0,"Frequency","Pure F","Pure F"
"996448","F","USM",2665,0,"Frequency","Pure F","Pure F"
"W10005644","F","USM",2950,100,"Frequency","Pure F","Pure F"
"w10022212","F","USM",1979,100,"Frequency","Pure F","Pure F"
"w10027383_mes","F","USM",2132,100,"Frequency","Pure F","Pure F"
"w10038832","F","USM",3501,0,"Frequency","Pure F","Pure F"
"w10041472","F","USM",1665,100,"Frequency","Pure F","Pure F"
"w10045136_blm","F","USM",1465,100,"Frequency","Pure F","Pure F"
"w10045719","F","USM",2550,100,"Frequency","Pure F","Pure F"
"w10060703","F","USM",1429,100,"Frequency","Pure F","Pure F"
"w10061432","F","USM",2486,100,"Frequency","Pure F","Pure F"
"w10081713","F","USM",7713,100,"Frequency","Pure F","Pure F"
"w10100504","F","USM",3163,100,"Frequency","Pure F","Pure F"
"10088621","F","USM",4693,100,"Frequency","Pure F","Pure F"
"5bba1b6b8f3bd70001e6be3a","F","Prolific",4029,100,"Frequency","Pure F","Pure F"
"5d6ddfdb93e457001621007a","F","Prolific",2277,0,"Frequency","Pure F","Pure F"
"5f12776cbab84e06ad7b6b0b","F","Prolific",10644,100,"Frequency","Pure F","Pure F"
"956914","F","USM",2260,0,"Frequency","Pure F","Pure F"
"996448","F","USM",2094,0,"Frequency","Pure F","Pure F"
"W10005644","F","USM",5039,100,"Frequency","Pure F","Pure F"
"w10022212","F","USM",4962,100,"Frequency","Pure F","Pure F"
"w10027383_mes","F","USM",4775,100,"Frequency","Pure F","Pure F"
"w10038832","F","USM",4180,100,"Frequency","Pure F","Pure F"
"w10041472","F","USM",4331,100,"Frequency","Pure F","Pure F"
"w10045136_blm","F","USM",2418,100,"Frequency","Pure F","Pure F"
"w10045719","F","USM",3016,0,"Frequency","Pure F","Pure F"
"w10060703","F","USM",2315,100,"Frequency","Pure F","Pure F"
"w10061432","F","USM",3971,0,"Frequency","Pure F","Pure F"
"w10081713","F","USM",4987,100,"Frequency","Pure F","Pure F"
"w10100504","F","USM",3103,0,"Frequency","Pure F","Pure F"
"10088621","F","USM",5058,0,"Frequency","Pure F","Pure F"
"5bba1b6b8f3bd70001e6be3a","F","Prolific",4092,100,"Frequency","Pure F","Pure F"
"5d6ddfdb93e457001621007a","F","Prolific",3500,0,"Frequency","Pure F","Pure F"
"5f12776cbab84e06ad7b6b0b","F","Prolific",1607,100,"Frequency","Pure F","Pure F"
"956914","F","USM",5078,0,"Frequency","Pure F","Pure F"
"996448","F","USM",2251,0,"Frequency","Pure F","Pure F"
"W10005644","F","USM",3416,100,"Frequency","Pure F","Pure F"
"w10022212","F","USM",2229,100,"Frequency","Pure F","Pure F"
"w10027383_mes","F","USM",1969,100,"Frequency","Pure F","Pure F"
"w10038832","F","USM",3019,100,"Frequency","Pure F","Pure F"
"w10041472","F","USM",17997,0,"Frequency","Pure F","Pure F"
"w10045136_blm","F","USM",1574,100,"Frequency","Pure F","Pure F"
"w10045719","F","USM",2280,100,"Frequency","Pure F","Pure F"
"w10060703","F","USM",1876,100,"Frequency","Pure F","Pure F"
"w10061432","F","USM",3344,0,"Frequency","Pure F","Pure F"
"w10081713","F","USM",7146,100,"Frequency","Pure F","Pure F"
"w10100504","F","USM",5172,0,"Frequency","Pure F","Pure F"
"10088621","F","USM",5268,100,"Frequency","Pure F","Pure F"
"5bba1b6b8f3bd70001e6be3a","F","Prolific",6790,0,"Frequency","Pure F","Pure F"
"5d6ddfdb93e457001621007a","F","Prolific",2593,100,"Frequency","Pure F","Pure F"
"5f12776cbab84e06ad7b6b0b","F","Prolific",2849,100,"Frequency","Pure F","Pure F"
"956914","F","USM",755,0,"Frequency","Pure F","Pure F"
"996448","F","USM",4231,100,"Frequency","Pure F","Pure F"
"W10005644","F","USM",5341,100,"Frequency","Pure F","Pure F"
"w10022212","F","USM",3372,100,"Frequency","Pure F","Pure F"
"w10027383_mes","F","USM",3168,100,"Frequency","Pure F","Pure F"
"w10038832","F","USM",3840,100,"Frequency","Pure F","Pure F"
"w10041472","F","USM",2245,100,"Frequency","Pure F","Pure F"
"w10045136_blm","F","USM",2571,100,"Frequency","Pure F","Pure F"
"w10045719","F","USM",3762,100,"Frequency","Pure F","Pure F"
"w10060703","F","USM",3046,100,"Frequency","Pure F","Pure F"
"w10061432","F","USM",3391,100,"Frequency","Pure F","Pure F"
"w10081713","F","USM",11092,100,"Frequency","Pure F","Pure F"
"w10100504","F","USM",3027,100,"Frequency","Pure F","Pure F"
"10088621","F","USM",3859,100,"Frequency","Pure F","Pure F"
"5bba1b6b8f3bd70001e6be3a","F","Prolific",4666,100,"Frequency","Pure F","Pure F"
"5d6ddfdb93e457001621007a","F","Prolific",2104,100,"Frequency","Pure F","Pure F"
"5f12776cbab84e06ad7b6b0b","F","Prolific",2315,100,"Frequency","Pure F","Pure F"
"956914","F","USM",598,0,"Frequency","Pure F","Pure F"
"996448","F","USM",2235,100,"Frequency","Pure F","Pure F"
"W10005644","F","USM",4276,100,"Frequency","Pure F","Pure F"
"w10022212","F","USM",4164,100,"Frequency","Pure F","Pure F"
"w10027383_mes","F","USM",1805,100,"Frequency","Pure F","Pure F"
