"id","Direction","Frequency","Platform","Response.RT","Scored","Encoding","List_Type"
"6136239c39f250ddc9caba14","U",1,"Prolific",5056,0,"Frequency","Pure U"
"w10006514","U",10,"USM",15319,100,"Frequency","Pure U"
"w10020124","U",66,"USM",2684,0,"Frequency","Pure U"
"W10032501","U",0,"USM",3926,0,"Frequency","Pure U"
"w10046218","U",0,"USM",994,0,"Frequency","Pure U"
"w10048539_obc","U",0,"USM",8210,0,"Frequency","Pure U"
"w10064771_al","U",15,"USM",5168,100,"Frequency","Pure U"
"w10074451","U",4,"USM",2071,0,"Frequency","Pure U"
"w10077572","U",30,"USM",2753,0,"Frequency","Pure U"
"w10086001","U",50,"USM",2539,0,"Frequency","Pure U"
"w951700_kj","U",0,"USM",4454,0,"Frequency","Pure U"
"10050933","U",40,"USM",9243,0,"Frequency","Pure U"
"10081611","U",0,"USM",13106,100,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",44,"Prolific",2389,0,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",60,"Prolific",3624,100,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",6939,0,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",5,"Prolific",7096,0,"Frequency","Pure U"
"w10006514","U",60,"USM",23620,0,"Frequency","Pure U"
"w10020124","U",26,"USM",6158,0,"Frequency","Pure U"
"W10032501","U",99,"USM",8646,0,"Frequency","Pure U"
"w10046218","U",75,"USM",1083,0,"Frequency","Pure U"
"w10048539_obc","U",5,"USM",1062,0,"Frequency","Pure U"
"w10064771_al","U",100,"USM",8113,0,"Frequency","Pure U"
"w10074451","U",23,"USM",3716,0,"Frequency","Pure U"
"w10077572","U",30,"USM",4790,0,"Frequency","Pure U"
"w10086001","U",0,"USM",8409,0,"Frequency","Pure U"
"w951700_kj","U",30,"USM",5154,0,"Frequency","Pure U"
"10050933","U",30,"USM",13224,0,"Frequency","Pure U"
"10081611","U",0,"USM",3692,100,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",22,"Prolific",4252,100,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",70,"Prolific",7593,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",10813,100,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",4,"Prolific",1876,100,"Frequency","Pure U"
"w10006514","U",5,"USM",3417,0,"Frequency","Pure U"
"w10020124","U",10,"USM",6449,0,"Frequency","Pure U"
"W10032501","U",78,"USM",2472,100,"Frequency","Pure U"
"w10046218","U",100,"USM",3264,0,"Frequency","Pure U"
"w10048539_obc","U",5,"USM",2146,0,"Frequency","Pure U"
"w10064771_al","U",50,"USM",5684,0,"Frequency","Pure U"
"w10074451","U",1,"USM",3609,0,"Frequency","Pure U"
"w10077572","U",5,"USM",3726,100,"Frequency","Pure U"
"w10086001","U",15,"USM",7016,100,"Frequency","Pure U"
"w10086001","U",30,"USM",6556,100,"Frequency","Pure U"
"w951700_kj","U",13,"USM",3603,100,"Frequency","Pure U"
"10050933","U",NA,"USM",6834,0,"Frequency","Pure U"
"10081611","U",40,"USM",3402,100,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",77,"Prolific",4217,100,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",60,"Prolific",2798,100,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",100,"Prolific",2188,100,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",20,"Prolific",1803,100,"Frequency","Pure U"
"w10006514","U",4,"USM",4480,100,"Frequency","Pure U"
"w10020124","U",21,"USM",3485,0,"Frequency","Pure U"
"W10032501","U",10,"USM",7218,0,"Frequency","Pure U"
"w10046218","U",75,"USM",7237,0,"Frequency","Pure U"
"w10048539_obc","U",10,"USM",2708,100,"Frequency","Pure U"
"w10064771_al","U",0,"USM",3944,100,"Frequency","Pure U"
"w10074451","U",2,"USM",2507,100,"Frequency","Pure U"
"w10077572","U",10,"USM",3794,0,"Frequency","Pure U"
"w10086001","U",30,"USM",9358,0,"Frequency","Pure U"
"w951700_kj","U",0,"USM",6919,0,"Frequency","Pure U"
"10050933","U",90,"USM",8761,0,"Frequency","Pure U"
"10081611","U",40,"USM",6811,0,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",44,"Prolific",4193,100,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",50,"Prolific",5502,100,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",100,"Prolific",2624,100,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",40,"Prolific",2435,100,"Frequency","Pure U"
"w10006514","U",50,"USM",2617,100,"Frequency","Pure U"
"w10020124","U",25,"USM",2779,0,"Frequency","Pure U"
"W10032501","U",86,"USM",2129,100,"Frequency","Pure U"
"w10046218","U",45,"USM",956,0,"Frequency","Pure U"
"w10048539_obc","U",15,"USM",1793,0,"Frequency","Pure U"
"w10064771_al","U",80,"USM",3948,0,"Frequency","Pure U"
"w10074451","U",65,"USM",2564,100,"Frequency","Pure U"
"w10077572","U",20,"USM",28945,0,"Frequency","Pure U"
"w10086001","U",20,"USM",22913,0,"Frequency","Pure U"
"w951700_kj","U",90,"USM",5350,100,"Frequency","Pure U"
"w951700_kj","U",80,"USM",15342,100,"Frequency","Pure U"
"10050933","U",75,"USM",4410,0,"Frequency","Pure U"
"10081611","U",60,"USM",4675,0,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",22,"Prolific",10021,100,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",75,"Prolific",2172,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",11051,0,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",40,"Prolific",2745,0,"Frequency","Pure U"
"w10006514","U",20,"USM",1951,0,"Frequency","Pure U"
"w10020124","U",63,"USM",5367,0,"Frequency","Pure U"
"W10032501","U",81,"USM",3120,100,"Frequency","Pure U"
"w10046218","U",0,"USM",9683,0,"Frequency","Pure U"
"w10048539_obc","U",10,"USM",2629,0,"Frequency","Pure U"
"w10064771_al","U",100,"USM",11707,0,"Frequency","Pure U"
"w10074451","U",45,"USM",2452,100,"Frequency","Pure U"
"w10077572","U",60,"USM",4223,100,"Frequency","Pure U"
"w10086001","U",10,"USM",3377,0,"Frequency","Pure U"
"w951700_kj","U",100,"USM",5150,0,"Frequency","Pure U"
"10050933","U",1,"USM",106156,0,"Frequency","Pure U"
"10081611","U",0,"USM",1901,0,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",11,"Prolific",7417,100,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",0,"Prolific",3217,100,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",2947,100,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",1,"Prolific",1727,0,"Frequency","Pure U"
"w10006514","U",2,"USM",4180,100,"Frequency","Pure U"
"w10020124","U",21,"USM",2603,100,"Frequency","Pure U"
"W10032501","U",2,"USM",7926,0,"Frequency","Pure U"
"w10046218","U",100,"USM",898,0,"Frequency","Pure U"
"w10048539_obc","U",5,"USM",1550,0,"Frequency","Pure U"
"w10064771_al","U",0,"USM",4163,0,"Frequency","Pure U"
"w10074451","U",2,"USM",3740,0,"Frequency","Pure U"
"w10077572","U",0,"USM",5377,0,"Frequency","Pure U"
"w10086001","U",0,"USM",5458,0,"Frequency","Pure U"
"w951700_kj","U",0,"USM",12648,0,"Frequency","Pure U"
"10050933","U",10,"USM",5773,100,"Frequency","Pure U"
"10081611","U",0,"USM",3297,0,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",11,"Prolific",5691,100,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",5,"Prolific",5742,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",62447,0,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",2,"Prolific",1380,100,"Frequency","Pure U"
"w10006514","U",2,"USM",4547,100,"Frequency","Pure U"
"w10020124","U",48,"USM",2071,0,"Frequency","Pure U"
"w10020124","U",25,"USM",1374,0,"Frequency","Pure U"
"W10032501","U",20,"USM",5163,0,"Frequency","Pure U"
"w10046218","U",100,"USM",2530,0,"Frequency","Pure U"
"w10048539_obc","U",10,"USM",6280,100,"Frequency","Pure U"
"w10064771_al","U",0,"USM",4292,0,"Frequency","Pure U"
"w10074451","U",30,"USM",2618,0,"Frequency","Pure U"
"w10077572","U",0,"USM",3952,0,"Frequency","Pure U"
"w10086001","U",0,"USM",2736,0,"Frequency","Pure U"
"w951700_kj","U",30,"USM",6258,0,"Frequency","Pure U"
"10050933","U",30,"USM",7253,0,"Frequency","Pure U"
"10081611","U",30,"USM",6005,100,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",44,"Prolific",2215,0,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",33,"Prolific",2323,0,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",40,"Prolific",4819,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",100,"Prolific",5850,100,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",5,"Prolific",1997,0,"Frequency","Pure U"
"w10006514","U",40,"USM",9699,0,"Frequency","Pure U"
"w10020124","U",27,"USM",2576,0,"Frequency","Pure U"
"W10032501","U",88,"USM",16952,0,"Frequency","Pure U"
"w10046218","U",75,"USM",909,0,"Frequency","Pure U"
"w10048539_obc","U",15,"USM",2513,0,"Frequency","Pure U"
"w10064771_al","U",70,"USM",3876,0,"Frequency","Pure U"
"w10074451","U",78,"USM",3237,0,"Frequency","Pure U"
"w10077572","U",10,"USM",3567,100,"Frequency","Pure U"
"w10086001","U",10,"USM",7768,0,"Frequency","Pure U"
"w951700_kj","U",0,"USM",9588,0,"Frequency","Pure U"
"10050933","U",20,"USM",14425,0,"Frequency","Pure U"
"10081611","U",0,"USM",7141,100,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",44,"Prolific",4550,100,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",5,"Prolific",4989,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",3756,100,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",2,"Prolific",2576,0,"Frequency","Pure U"
"w10006514","U",2,"USM",6943,0,"Frequency","Pure U"
"w10020124","U",24,"USM",2471,0,"Frequency","Pure U"
"W10032501","U",30,"USM",10042,0,"Frequency","Pure U"
"w10046218","U",NA,"USM",894,0,"Frequency","Pure U"
"w10048539_obc","U",5,"USM",2190,0,"Frequency","Pure U"
"w10064771_al","U",70,"USM",7757,0,"Frequency","Pure U"
"w10074451","U",6,"USM",4636,0,"Frequency","Pure U"
"w10077572","U",0,"USM",5809,0,"Frequency","Pure U"
"w10086001","U",20,"USM",7795,0,"Frequency","Pure U"
"w951700_kj","U",0,"USM",6913,0,"Frequency","Pure U"
"10050933","U",30,"USM",73808,0,"Frequency","Pure U"
"10081611","U",10,"USM",6373,0,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",11,"Prolific",5826,100,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",60,"Prolific",5088,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",100,"Prolific",18058,0,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",35,"Prolific",3849,0,"Frequency","Pure U"
"w10006514","U",10,"USM",4201,100,"Frequency","Pure U"
"w10020124","U",55,"USM",2614,0,"Frequency","Pure U"
"W10032501","U",0,"USM",3504,0,"Frequency","Pure U"
"w10046218","U",0,"USM",888,0,"Frequency","Pure U"
"w10048539_obc","U",0,"USM",1475,0,"Frequency","Pure U"
"w10064771_al","U",10,"USM",5841,100,"Frequency","Pure U"
"w10074451","U",1,"USM",9659,0,"Frequency","Pure U"
"w10077572","U",0,"USM",6527,100,"Frequency","Pure U"
"w10086001","U",10,"USM",8844,0,"Frequency","Pure U"
"w951700_kj","U",0,"USM",11998,0,"Frequency","Pure U"
"10050933","U",20,"USM",36004,0,"Frequency","Pure U"
"10081611","U",30,"USM",3366,100,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",22,"Prolific",4717,100,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",30,"Prolific",2923,100,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",165,0,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",5,"Prolific",3794,0,"Frequency","Pure U"
"w10006514","U",15,"USM",3450,100,"Frequency","Pure U"
"w10020124","U",25,"USM",2003,0,"Frequency","Pure U"
"W10032501","U",40,"USM",4937,0,"Frequency","Pure U"
"w10046218","U",100,"USM",4658,100,"Frequency","Pure U"
"w10048539_obc","U",12,"USM",5306,0,"Frequency","Pure U"
"w10064771_al","U",50,"USM",3152,100,"Frequency","Pure U"
"w10074451","U",2,"USM",2088,100,"Frequency","Pure U"
"w10077572","U",30,"USM",5010,0,"Frequency","Pure U"
"w10086001","U",0,"USM",15118,100,"Frequency","Pure U"
"w951700_kj","U",10,"USM",6836,0,"Frequency","Pure U"
"10050933","U",10,"USM",946,0,"Frequency","Pure U"
"10081611","U",0,"USM",7275,0,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",11,"Prolific",1751,0,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",0,"Prolific",2035,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",10054,0,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",2,"Prolific",2459,0,"Frequency","Pure U"
"w10006514","U",2,"USM",6630,0,"Frequency","Pure U"
"w10020124","U",65,"USM",5203,0,"Frequency","Pure U"
"W10032501","U",2,"USM",3545,0,"Frequency","Pure U"
"w10046218","U",0,"USM",7537,0,"Frequency","Pure U"
"w10048539_obc","U",0,"USM",1748,0,"Frequency","Pure U"
"w10064771_al","U",0,"USM",1874,0,"Frequency","Pure U"
"w10074451","U",2,"USM",5085,0,"Frequency","Pure U"
"w10077572","U",0,"USM",11299,0,"Frequency","Pure U"
"w10086001","U",50,"USM",4830,100,"Frequency","Pure U"
"w951700_kj","U",0,"USM",10632,0,"Frequency","Pure U"
"10050933","U",20,"USM",23186,0,"Frequency","Pure U"
"10081611","U",60,"USM",3674,100,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",55,"Prolific",4535,100,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",30,"Prolific",3134,100,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",100,"Prolific",2865,0,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",70,"Prolific",4691,0,"Frequency","Pure U"
"w10006514","U",80,"USM",9673,100,"Frequency","Pure U"
"w10020124","U",24,"USM",1582,0,"Frequency","Pure U"
"W10032501","U",100,"USM",2944,100,"Frequency","Pure U"
"w10046218","U",0,"USM",9076,0,"Frequency","Pure U"
"w10048539_obc","U",20,"USM",1183,0,"Frequency","Pure U"
"w10064771_al","U",100,"USM",1653,0,"Frequency","Pure U"
"w10074451","U",12,"USM",5472,100,"Frequency","Pure U"
"w10077572","U",100,"USM",30671,0,"Frequency","Pure U"
"w10086001","U",20,"USM",2511,0,"Frequency","Pure U"
"w951700_kj","U",40,"USM",6339,0,"Frequency","Pure U"
"10050933","U",1,"USM",7746,0,"Frequency","Pure U"
"10081611","U",0,"USM",8558,0,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",22,"Prolific",5293,100,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",0,"Prolific",6837,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",5885,100,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",1,"Prolific",1786,0,"Frequency","Pure U"
"w10006514","U",2,"USM",4732,0,"Frequency","Pure U"
"w10020124","U",32,"USM",1964,0,"Frequency","Pure U"
"W10032501","U",40,"USM",6135,0,"Frequency","Pure U"
"W10032501","U",40,"USM",1865,100,"Frequency","Pure U"
"w10046218","U",0,"USM",2625,0,"Frequency","Pure U"
"w10048539_obc","U",0,"USM",1783,0,"Frequency","Pure U"
"w10064771_al","U",10,"USM",11849,0,"Frequency","Pure U"
"w10074451","U",1,"USM",6812,100,"Frequency","Pure U"
"w10077572","U",0,"USM",8925,0,"Frequency","Pure U"
"w10086001","U",0,"USM",10007,0,"Frequency","Pure U"
"w951700_kj","U",0,"USM",7267,0,"Frequency","Pure U"
"10050933","U",80,"USM",3784,0,"Frequency","Pure U"
"10081611","U",60,"USM",6054,100,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",77,"Prolific",5562,100,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",75,"Prolific",4050,100,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",100,"Prolific",3105,100,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",50,"Prolific",1866,100,"Frequency","Pure U"
"w10006514","U",80,"USM",5041,100,"Frequency","Pure U"
"w10020124","U",62,"USM",1578,0,"Frequency","Pure U"
"W10032501","U",100,"USM",3133,100,"Frequency","Pure U"
"w10046218","U",0,"USM",1720,0,"Frequency","Pure U"
"w10048539_obc","U",30,"USM",2004,0,"Frequency","Pure U"
"w10064771_al","U",80,"USM",6018,100,"Frequency","Pure U"
"w10074451","U",30,"USM",4729,100,"Frequency","Pure U"
"w10077572","U",95,"USM",4594,100,"Frequency","Pure U"
"w10086001","U",60,"USM",1536,0,"Frequency","Pure U"
"w951700_kj","U",80,"USM",3346,100,"Frequency","Pure U"
"10050933","U",30,"USM",4042,0,"Frequency","Pure U"
"10081611","U",NA,"USM",1805,0,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",11,"Prolific",4150,0,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",2,"Prolific",2287,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",5173,0,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",20,"Prolific",4179,0,"Frequency","Pure U"
"w10006514","U",20,"USM",6270,100,"Frequency","Pure U"
"w10020124","U",23,"USM",6264,0,"Frequency","Pure U"
"W10032501","U",50,"USM",4070,0,"Frequency","Pure U"
"w10046218","U",100,"USM",11450,0,"Frequency","Pure U"
"w10048539_obc","U",10,"USM",1000,0,"Frequency","Pure U"
"w10064771_al","U",0,"USM",2408,100,"Frequency","Pure U"
"w10074451","U",3,"USM",3142,100,"Frequency","Pure U"
"w10077572","U",0,"USM",28447,0,"Frequency","Pure U"
"w10086001","U",20,"USM",5791,100,"Frequency","Pure U"
"w951700_kj","U",35,"USM",11384,0,"Frequency","Pure U"
"10050933","U",2,"USM",4805,0,"Frequency","Pure U"
"10081611","U",0,"USM",3517,100,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",33,"Prolific",6845,0,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",25,"Prolific",2373,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",100,"Prolific",23796,0,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",3,"Prolific",3505,0,"Frequency","Pure U"
"w10006514","U",20,"USM",8836,100,"Frequency","Pure U"
"w10020124","U",25,"USM",1775,0,"Frequency","Pure U"
"W10032501","U",70,"USM",6242,0,"Frequency","Pure U"
"w10046218","U",100,"USM",4242,0,"Frequency","Pure U"
"w10048539_obc","U",5,"USM",3566,0,"Frequency","Pure U"
"w10064771_al","U",90,"USM",2363,0,"Frequency","Pure U"
"w10074451","U",1,"USM",2276,0,"Frequency","Pure U"
"w10077572","U",0,"USM",3557,0,"Frequency","Pure U"
"w10086001","U",30,"USM",3862,0,"Frequency","Pure U"
"w951700_kj","U",0,"USM",3319,0,"Frequency","Pure U"
"10050933","U",10,"USM",32415,0,"Frequency","Pure U"
"10081611","U",50,"USM",4344,100,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",66,"Prolific",2534,0,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",90,"Prolific",3332,100,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",100,"Prolific",3349,100,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",45,"Prolific",2833,0,"Frequency","Pure U"
"w10006514","U",40,"USM",7741,0,"Frequency","Pure U"
"w10020124","U",22,"USM",6866,0,"Frequency","Pure U"
"W10032501","U",60,"USM",4206,0,"Frequency","Pure U"
"w10046218","U",100,"USM",3894,0,"Frequency","Pure U"
"w10048539_obc","U",15,"USM",912,0,"Frequency","Pure U"
"w10064771_al","U",100,"USM",4059,0,"Frequency","Pure U"
"w10074451","U",77,"USM",4449,0,"Frequency","Pure U"
"w10077572","U",0,"USM",4008,0,"Frequency","Pure U"
"w10077572","U",0,"USM",22623,0,"Frequency","Pure U"
"w10086001","U",20,"USM",941,0,"Frequency","Pure U"
"w951700_kj","U",15,"USM",7237,100,"Frequency","Pure U"
"488672","U",2,"USM",7916,0,"Frequency","Pure U"
"10006036","U",30,"USM",3899,100,"Frequency","Pure U"
"10038653","U",50,"USM",5636,0,"Frequency","Pure U"
"10066786","U",100,"USM",10386,100,"Frequency","Pure U"
"10097621","U",0,"USM",3074,0,"Frequency","Pure U"
"213499","U",35,"USM",3052,100,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",20,"Prolific",1042,0,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",45,"Prolific",5221,100,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",1,"Prolific",10434,0,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",15,"Prolific",2389,0,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",10,"Prolific",2443,0,"Frequency","Pure U"
"6137d37772474196292ddb24","U",20,"Prolific",1268,0,"Frequency","Pure U"
"w10013152_klj","U",0,"USM",2096,100,"Frequency","Pure U"
"w10044769_mad","U",80,"USM",10115,0,"Frequency","Pure U"
"w10080302_stt","U",8,"USM",21834,0,"Frequency","Pure U"
"w10103314","U",30,"USM",6764,0,"Frequency","Pure U"
"w10118712","U",15,"USM",19435,100,"Frequency","Pure U"
"w939844","U",40,"USM",8972,100,"Frequency","Pure U"
"w970137","U",4,"USM",2475,0,"Frequency","Pure U"
"w994700","U",1,"USM",2631,0,"Frequency","Pure U"
"w998015_dp","U",100,"USM",3725,100,"Frequency","Pure U"
"488672","U",2,"USM",7210,0,"Frequency","Pure U"
"10006036","U",10,"USM",3123,100,"Frequency","Pure U"
"10038653","U",1,"USM",3248,0,"Frequency","Pure U"
"10097621","U",0,"USM",2837,0,"Frequency","Pure U"
"213499","U",2,"USM",2230,0,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",0,"Prolific",855,0,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",30,"Prolific",2379,0,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",7,"Prolific",11022,100,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",5,"Prolific",826,0,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",3,"Prolific",3182,0,"Frequency","Pure U"
"6137d37772474196292ddb24","U",1,"Prolific",798,0,"Frequency","Pure U"
"w10013152_klj","U",0,"USM",1335,0,"Frequency","Pure U"
"w10044769_mad","U",45,"USM",5044,0,"Frequency","Pure U"
"w10080302_stt","U",1,"USM",232009,100,"Frequency","Pure U"
"w10103314","U",15,"USM",1072,0,"Frequency","Pure U"
"w10118712","U",0,"USM",7945,0,"Frequency","Pure U"
"w939844","U",15,"USM",21201,0,"Frequency","Pure U"
"w970137","U",2,"USM",1815,0,"Frequency","Pure U"
"w994700","U",1,"USM",1339,0,"Frequency","Pure U"
"w998015_dp","U",100,"USM",4746,100,"Frequency","Pure U"
"488672","U",66,"USM",17240,0,"Frequency","Pure U"
"10006036","U",0,"USM",3073,100,"Frequency","Pure U"
"10038653","U",0,"USM",12067,0,"Frequency","Pure U"
"10066786","U",0,"USM",11141,0,"Frequency","Pure U"
"10097621","U",2,"USM",2814,100,"Frequency","Pure U"
"213499","U",7,"USM",8996,0,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",0,"Prolific",2066,100,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",32,"Prolific",6077,0,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",2,"Prolific",6013,100,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",10,"Prolific",1509,0,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",5,"Prolific",7274,0,"Frequency","Pure U"
"6137d37772474196292ddb24","U",1,"Prolific",2345,100,"Frequency","Pure U"
"w10013152_klj","U",0,"USM",2514,100,"Frequency","Pure U"
"w10044769_mad","U",15,"USM",1862,100,"Frequency","Pure U"
"w10080302_stt","U",1,"USM",30338,100,"Frequency","Pure U"
"w10103314","U",1,"USM",1180,0,"Frequency","Pure U"
"w10118712","U",0,"USM",6691,0,"Frequency","Pure U"
"w939844","U",30,"USM",13537,100,"Frequency","Pure U"
"w970137","U",20,"USM",3844,0,"Frequency","Pure U"
"w994700","U",10,"USM",4504,0,"Frequency","Pure U"
"w998015_dp","U",0,"USM",7282,100,"Frequency","Pure U"
"488672","U",13,"USM",26738,100,"Frequency","Pure U"
"10006036","U",0,"USM",5031,100,"Frequency","Pure U"
"10038653","U",5,"USM",2643,0,"Frequency","Pure U"
"10066786","U",0,"USM",7085,100,"Frequency","Pure U"
"10097621","U",0,"USM",6106,0,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",0,"Prolific",1862,0,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",20,"Prolific",13003,0,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",5,"Prolific",6190,0,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",20,"Prolific",1444,0,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",1,"Prolific",3444,100,"Frequency","Pure U"
"6137d37772474196292ddb24","U",10,"Prolific",3450,0,"Frequency","Pure U"
"6137d37772474196292ddb24","U",1,"Prolific",3981,0,"Frequency","Pure U"
"w10013152_klj","U",0,"USM",3828,0,"Frequency","Pure U"
"w10044769_mad","U",0,"USM",4069,100,"Frequency","Pure U"
"w10103314","U",10,"USM",2467,0,"Frequency","Pure U"
"w10118712","U",30,"USM",7455,0,"Frequency","Pure U"
"w939844","U",1,"USM",18049,0,"Frequency","Pure U"
"w970137","U",20,"USM",3783,0,"Frequency","Pure U"
"w994700","U",36,"USM",5983,100,"Frequency","Pure U"
"w998015_dp","U",0,"USM",2359,100,"Frequency","Pure U"
"488672","U",12,"USM",5375,100,"Frequency","Pure U"
"488672","U",12,"USM",3538,100,"Frequency","Pure U"
"10006036","U",0,"USM",3132,100,"Frequency","Pure U"
"10038653","U",0,"USM",5618,0,"Frequency","Pure U"
"10066786","U",78,"USM",12919,0,"Frequency","Pure U"
"10097621","U",12,"USM",1423,0,"Frequency","Pure U"
"213499","U",40,"USM",1962,100,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",10,"Prolific",2892,100,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",75,"Prolific",7824,100,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",21,"Prolific",7555,100,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",10,"Prolific",2717,100,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",20,"Prolific",2372,100,"Frequency","Pure U"
"6137d37772474196292ddb24","U",10,"Prolific",1645,100,"Frequency","Pure U"
"w10044769_mad","U",75,"USM",23974,0,"Frequency","Pure U"
"w10080302_stt","U",10,"USM",286882,0,"Frequency","Pure U"
"w10103314","U",10,"USM",7023,0,"Frequency","Pure U"
"w10118712","U",10,"USM",9809,100,"Frequency","Pure U"
